Released_Year,Certificate,Runtime,Genre,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,writer,country_origin,filming_location,production_company,language,oscar
1992.0,0,202,87,73.0,459,165,40,185,824,85819.0,48169908.0,49,142,465,281,11,2.0
2004.0,1,146,22,47.0,508,165,133,159,718,329592.0,77911774.0,1,25,353,5,186,0.0
2004.0,1,146,22,47.0,508,165,133,159,718,329592.0,77911774.0,0,85,166,215,149,0.0
2018.0,4,121,122,93.0,184,389,690,461,613,62754.0,3313513.0,700,172,646,690,232,
2016.0,1,137,137,96.0,275,105,551,473,557,246963.0,47695120.0,370,112,383,30,6,0.0
2013.0,4,87,182,73.0,544,380,199,272,640,40382.0,144501.0,700,172,646,690,232,
1979.0,3,96,105,83.0,532,643,164,527,626,131436.0,45700000.0,692,112,545,266,6,2.0
2014.0,0,126,85,74.0,13,294,70,505,563,77554.0,2086345.0,700,172,646,690,232,
2019.0,0,137,105,94.0,360,4,702,420,70,246644.0,2000000.0,700,172,646,690,232,
1964.0,0,139,109,88.0,423,338,168,179,293,158029.0,102272727.0,61,112,631,619,6,0.0
2009.0,4,92,74,,5,607,626,220,74,164462.0,,8,1,396,318,179,0.0
2005.0,3,124,174,72.0,532,550,407,217,605,206294.0,23089926.0,691,104,460,54,6,1.0
2015.0,2,105,100,74.0,21,596,634,617,664,123210.0,6743776.0,301,112,527,224,6,0.0
2000.0,1,113,199,80.0,83,244,103,383,583,1125712.0,25544867.0,103,112,606,369,6,2.0
1927.0,4,153,176,98.0,146,87,25,286,765,159992.0,1236166.0,467,62,646,57,212,0.0
1969.0,4,113,137,79.0,246,174,405,795,431,101124.0,44785053.0,666,112,134,271,79,0.0
1978.0,4,121,84,59.0,12,79,305,88,683,73662.0,35000000.0,465,106,244,118,173,0.0
2011.0,2,96,111,81.0,532,469,635,448,515,388089.0,56816662.0,700,172,646,690,232,0.0
1990.0,3,115,132,66.0,231,200,241,13,437,125822.0,5080409.0,314,112,36,107,85,0.0
2004.0,1,132,178,86.0,84,255,138,590,381,635975.0,100492203.0,473,112,298,642,78,0.0
1995.0,0,111,77,75.0,541,647,309,801,807,51943.0,,700,172,646,690,232,
2002.0,4,145,23,80.0,470,602,141,746,610,508417.0,132072926.0,568,112,128,532,166,1.0
2019.0,2,132,137,,323,43,588,188,139,33935.0,,700,172,646,690,232,
1947.0,4,96,101,88.0,162,177,525,401,281,41625.0,2650000.0,657,112,150,536,10,0.0
1990.0,3,107,179,75.0,413,277,431,689,265,184740.0,61276872.0,608,112,258,92,6,0.0
2018.0,1,147,12,86.0,81,602,288,859,814,291257.0,220159104.0,73,122,483,399,28,1.0
1988.0,4,128,125,65.0,12,223,815,239,100,88214.0,34603943.0,93,112,501,372,6,0.0
2016.0,0,107,67,81.0,432,324,174,136,62,272784.0,248757044.0,285,112,475,253,28,2.0
1936.0,0,87,101,96.0,74,111,620,300,863,217881.0,163245.0,700,172,646,690,232,
2014.0,3,139,137,74.0,533,35,52,793,687,50700.0,3492754.0,693,7,411,288,185,0.0
2011.0,2,133,90,87.0,46,80,666,408,705,369529.0,75605492.0,700,172,646,690,232,0.0
1997.0,0,134,62,76.0,179,651,831,884,91,343171.0,2375308.0,700,172,646,690,232,
2001.0,0,92,67,79.0,380,158,467,86,424,815505.0,289916256.0,483,112,471,610,6,0.0
1975.0,1,91,42,91.0,487,594,271,391,248,500875.0,1229197.0,210,87,149,427,47,0.0
2009.0,3,97,169,67.0,118,540,444,197,762,335152.0,5009677.0,157,106,201,467,149,0.0
2009.0,3,97,169,67.0,118,540,444,197,762,335152.0,5009677.0,71,87,593,418,6,0.0
2012.0,4,94,105,84.0,524,288,424,100,86,318789.0,45512466.0,700,172,646,690,232,0.0
2002.0,1,101,22,75.0,28,11,39,834,50,117857.0,169659.0,700,172,646,690,232,
2009.0,3,141,147,63.0,197,289,701,192,544,216421.0,3600.0,258,4,411,378,117,0.0
1939.0,4,129,100,73.0,140,282,347,148,222,107017.0,9600000.0,700,172,646,690,232,
1998.0,0,88,69,71.0,506,56,559,205,71,256906.0,120620254.0,524,121,349,603,112,2.0
1998.0,0,88,69,71.0,506,56,559,205,71,256906.0,120620254.0,534,112,646,618,112,1.0
2001.0,3,147,170,85.0,103,457,455,433,388,322031.0,7220243.0,700,172,646,690,232,
2003.0,0,156,104,,394,547,58,279,835,73992.0,,659,45,420,595,198,0.0
2015.0,2,97,137,83.0,111,246,172,839,233,35785.0,845464.0,149,24,311,82,229,1.0
1992.0,1,120,94,68.0,255,313,506,671,643,107325.0,52929168.0,110,112,216,547,6,0.0
1964.0,0,170,140,95.0,157,50,651,783,906,86525.0,72000000.0,19,112,560,621,6,0.0
1989.0,0,103,85,97.0,228,146,84,20,511,68076.0,14743391.0,700,172,646,690,232,
2010.0,1,165,137,50.0,270,556,423,769,486,98575.0,4018695.0,580,46,237,160,199,0.0
2004.0,3,105,137,73.0,169,82,409,212,149,65939.0,697181.0,213,146,31,40,6,0.0
2003.0,4,138,129,84.0,84,553,766,457,244,419420.0,90135191.0,72,113,203,663,6,0.0
2009.0,3,152,129,76.0,356,440,590,226,530,208994.0,10095170.0,700,172,646,690,232,
1993.0,4,132,100,84.0,339,159,475,449,299,34635.0,1769305.0,445,87,22,504,6,1.0
2013.0,1,115,40,87.0,19,91,813,430,95,112298.0,17654912.0,700,172,646,690,232,0.0
2009.0,4,128,30,,291,198,536,316,73,31838.0,,700,172,646,690,232,
2017.0,3,127,137,86.0,31,421,20,549,580,29765.0,566356.0,700,172,646,690,232,
1976.0,1,121,137,83.0,456,206,817,651,748,144911.0,,468,112,129,322,6,0.0
1968.0,4,96,196,89.0,156,173,413,442,579,116557.0,89029.0,317,112,230,258,6,0.0
1968.0,4,96,196,89.0,156,173,413,442,579,116557.0,89029.0,317,112,26,1,6,0.0
1991.0,3,129,100,68.0,227,641,250,502,14,55362.0,2015810.0,305,93,117,265,42,0.0
2014.0,4,117,132,76.0,92,276,649,83,747,466134.0,32381218.0,117,112,160,69,6,1.0
2007.0,3,122,132,91.0,127,315,778,354,447,856916.0,74283625.0,313,112,387,409,149,0.0
2001.0,3,98,107,84.0,94,84,648,233,286,44618.0,1059830.0,16,29,646,96,183,0.0
2001.0,3,98,107,84.0,94,84,648,233,286,44618.0,1059830.0,122,21,544,370,2,0.0
2001.0,3,98,107,84.0,94,84,648,233,286,44618.0,1059830.0,152,112,371,372,6,0.0
2001.0,3,98,107,84.0,94,84,648,233,286,44618.0,1059830.0,260,66,646,308,149,0.0
2001.0,3,98,107,84.0,94,84,648,233,286,44618.0,1059830.0,209,59,497,111,205,0.0
1959.0,0,136,59,98.0,22,104,217,339,404,299198.0,13275000.0,700,172,646,690,232,
1922.0,4,94,187,,129,428,22,287,302,88794.0,,535,158,177,208,64,0.0
1922.0,4,94,187,,129,428,22,287,302,88794.0,,177,112,646,60,6,0.0
1946.0,0,102,151,100.0,22,104,303,148,554,92306.0,10464000.0,510,112,432,226,6,0.0
2000.0,3,114,132,80.0,130,500,248,278,599,49721.0,1221261.0,700,172,646,690,232,
1988.0,0,155,172,80.0,167,485,209,51,345,230763.0,11990401.0,700,172,646,690,232,
2000.0,0,107,39,69.0,231,200,257,404,861,286742.0,45512588.0,239,95,186,518,6,2.0
2012.0,0,125,102,,513,471,8,581,566,51739.0,923221.0,700,172,646,690,232,
2001.0,1,116,136,74.0,469,229,81,422,603,516372.0,183417150.0,202,112,29,663,89,0.0
2001.0,1,116,136,74.0,469,229,81,422,603,516372.0,183417150.0,231,112,194,631,6,0.0
1999.0,1,108,86,71.0,229,276,118,476,153,82855.0,32481825.0,238,112,464,561,6,0.0
1999.0,3,89,93,68.0,338,526,359,177,9,241575.0,10824921.0,444,112,45,527,6,0.0
2008.0,2,130,162,68.0,542,422,685,837,490,48582.0,1498210.0,700,172,646,690,232,
2003.0,4,101,27,77.0,73,120,827,438,503,515451.0,707481.0,700,172,646,690,232,
1991.0,0,118,79,90.0,192,447,782,880,614,27071.0,453243.0,700,172,646,690,232,
2014.0,0,103,77,72.0,211,256,699,443,653,32798.0,765127.0,700,172,646,690,232,
1981.0,1,109,137,68.0,308,346,289,344,216,27650.0,119285432.0,173,112,552,261,6,0.0
1954.0,4,108,132,91.0,122,417,427,484,752,142107.0,9600000.0,700,172,646,690,232,
2007.0,3,86,165,88.0,235,236,508,309,288,110656.0,9439923.0,323,56,632,446,24,0.0
1984.0,4,229,122,,449,514,330,214,873,311365.0,5321508.0,232,61,165,491,83,0.0
1968.0,0,165,201,80.0,449,252,109,149,378,302844.0,5321508.0,576,61,412,430,206,0.0
2019.0,4,161,100,83.0,391,382,81,524,241,551309.0,142502728.0,501,155,163,117,92,0.0
1994.0,4,102,122,77.0,287,499,758,516,459,31590.0,2201126.0,525,69,75,142,115,0.0
2003.0,4,113,137,61.0,337,29,287,285,543,35682.0,15280.0,700,172,646,690,232,
1975.0,4,133,137,83.0,342,273,482,562,699,918088.0,112000000.0,386,112,450,194,6,0.0
2017.0,1,134,16,72.0,257,332,556,358,393,58371.0,18340051.0,380,112,300,344,6,0.0
2017.0,1,134,16,72.0,257,332,556,358,393,58371.0,18340051.0,574,112,480,116,6,0.0
1980.0,0,124,137,86.0,421,171,516,417,862,47099.0,54800000.0,360,112,354,406,6,0.0
1947.0,4,97,124,,199,517,336,462,735,32784.0,,443,112,646,690,6,0.0
2014.0,1,153,104,,394,0,55,749,97,163061.0,10616104.0,504,45,488,431,198,0.0
2012.0,1,135,15,,494,267,496,667,324,33237.0,39567.0,563,45,646,555,198,0.0
2017.0,0,103,41,88.0,374,60,296,306,780,61594.0,40442052.0,474,30,341,475,6,3.0
2006.0,1,118,148,98.0,172,270,56,765,577,618623.0,37634615.0,219,67,222,484,223,0.0
1973.0,0,102,95,77.0,381,534,756,513,426,42285.0,30933743.0,309,112,641,486,6,0.0
1973.0,3,151,84,58.0,143,574,181,852,209,121627.0,53267000.0,3,124,94,154,149,0.0
1973.0,3,151,84,58.0,143,574,181,852,209,121627.0,53267000.0,112,34,557,287,149,1.0
2006.0,0,90,78,81.0,443,431,788,450,878,71379.0,881302.0,700,172,646,690,232,
1984.0,0,145,137,78.0,528,250,575,182,64,91188.0,2181987.0,378,169,386,439,149,0.0
1957.0,4,88,182,90.0,463,362,639,5,284,178092.0,,700,172,646,690,232,
1970.0,0,172,92,91.0,143,228,427,787,628,93741.0,61700000.0,187,112,130,526,57,0.0
1960.0,4,101,161,,332,345,43,585,611,31354.0,83957.0,396,87,436,333,6,0.0
1965.0,0,132,201,74.0,449,135,468,269,570,232772.0,15000000.0,700,172,646,690,232,
1964.0,4,99,32,65.0,449,135,263,526,913,198219.0,14500000.0,700,172,646,690,232,
2016.0,4,96,100,,370,235,42,521,221,57168.0,,700,172,646,690,232,
2007.0,2,96,72,90.0,517,413,115,116,279,88656.0,4445756.0,413,34,646,2,188,1.0
1966.0,4,85,179,86.0,190,65,479,523,303,103191.0,,246,81,250,8,225,1.0
1993.0,1,125,137,66.0,253,604,160,710,118,224169.0,77324422.0,551,112,254,521,6,0.0
2013.0,2,98,83,77.0,467,336,738,782,572,94212.0,37707719.0,612,95,340,502,6,4.0
2016.0,1,136,179,,34,581,30,463,36,39216.0,1241223.0,700,172,646,690,232,
1982.0,1,95,145,47.0,12,74,128,338,229,76081.0,22244207.0,548,87,524,328,6,0.0
2003.0,1,143,6,63.0,168,327,255,623,492,1015122.0,305413918.0,628,112,514,604,6,5.0
1987.0,0,93,100,72.0,240,573,385,474,625,124773.0,49530280.0,330,112,85,385,6,0.0
1968.0,0,112,60,79.0,143,115,669,460,607,165167.0,33395426.0,440,112,355,11,6,2.0
1968.0,0,112,60,79.0,143,115,669,460,607,165167.0,33395426.0,497,112,355,551,6,2.0
1986.0,4,120,182,92.0,364,113,771,871,493,381222.0,138530565.0,464,152,467,247,175,0.0
2019.0,3,122,172,95.0,89,464,3,511,881,63134.0,3759854.0,700,172,646,690,232,
1987.0,4,107,11,45.0,245,45,101,458,238,371387.0,59735548.0,308,144,320,539,161,1.0
2014.0,3,119,83,79.0,321,67,302,196,682,51841.0,,601,95,448,415,178,0.0
2014.0,3,119,83,79.0,321,67,302,196,682,51841.0,,373,38,431,105,6,0.0
2005.0,1,129,172,82.0,230,350,524,97,210,258924.0,38405088.0,148,95,155,586,6,4.0
1996.0,4,129,129,47.0,170,506,456,209,428,189716.0,56116183.0,676,112,158,394,149,1.0
2013.0,4,153,129,70.0,110,259,323,860,616,601149.0,61002302.0,2,112,173,21,6,1.0
1960.0,4,109,194,97.0,22,38,339,848,422,604211.0,32000000.0,531,112,469,575,6,0.0
1960.0,4,109,194,97.0,22,38,339,848,422,604211.0,32000000.0,355,112,481,24,6,4.0
1994.0,4,154,122,94.0,391,325,791,748,111,1826188.0,107928762.0,502,112,7,337,152,0.0
1997.0,4,81,76,,443,340,652,773,600,58192.0,776665.0,700,172,646,690,232,
2013.0,1,146,40,,515,344,637,501,390,60701.0,1429534.0,700,172,646,690,232,
2018.0,1,138,30,,322,17,794,668,811,25344.0,,700,172,646,690,232,
1980.0,4,129,90,89.0,313,514,107,384,269,321860.0,23383987.0,261,112,290,97,6,0.0
1981.0,4,115,0,85.0,470,249,426,637,433,884112.0,248159971.0,388,112,536,386,67,0.0
1988.0,0,133,137,65.0,44,174,772,845,287,473064.0,178800000.0,53,112,518,560,79,0.0
1985.0,0,162,31,96.0,9,591,7,375,174,112505.0,4135750.0,13,63,294,239,210,0.0
2006.0,1,167,95,,396,0,725,775,805,111937.0,2197331.0,511,45,425,428,198,1.0
1950.0,4,88,129,98.0,9,611,484,544,842,152572.0,96568.0,700,172,646,690,232,
2007.0,0,111,67,96.0,58,285,80,507,690,641645.0,206445654.0,69,112,471,610,28,0.0
2004.0,4,152,88,73.0,480,284,647,456,163,138356.0,75331600.0,626,112,86,570,6,0.0
1954.0,0,112,199,100.0,22,282,270,868,854,444074.0,36764313.0,700,172,646,690,232,
1940.0,4,130,168,86.0,22,374,378,264,454,123942.0,4360000.0,282,106,285,358,6,1.0
1955.0,2,111,137,89.0,353,279,577,739,406,83363.0,,700,172,646,690,232,
1948.0,4,133,4,,187,46,401,588,413,28167.0,,700,172,646,690,232,
2014.0,3,122,106,77.0,91,152,517,593,200,177059.0,3107072.0,700,172,646,690,232,
2000.0,0,113,90,48.0,51,165,814,876,775,198089.0,115654751.0,214,112,179,605,6,0.0
1965.0,4,105,161,91.0,431,107,299,393,924,48883.0,,549,87,598,144,6,1.0
2000.0,4,102,137,68.0,97,187,341,363,590,766870.0,3635482.0,242,112,172,47,6,1.0
1992.0,3,99,132,79.0,391,251,767,567,154,918562.0,2832029.0,502,112,32,297,6,0.0
1959.0,4,141,32,93.0,187,326,156,694,42,56305.0,12535000.0,700,172,646,690,232,
2002.0,4,117,132,72.0,438,604,787,696,536,246840.0,104454762.0,427,112,274,176,6,0.0
2011.0,1,159,163,,189,497,573,768,514,39501.0,985912.0,245,45,479,460,198,0.0
1976.0,0,120,178,70.0,239,580,752,105,127,518546.0,117235247.0,623,112,12,97,156,0.0
1976.0,0,120,178,70.0,239,580,752,105,127,518546.0,117235247.0,59,45,395,355,198,0.0
2016.0,1,133,11,65.0,148,207,169,12,213,556608.0,532177324.0,700,172,646,690,232,
2018.0,3,135,137,96.0,20,644,502,194,130,140375.0,,179,59,497,557,208,1.0
1953.0,4,118,119,78.0,526,240,62,204,317,127256.0,,700,172,646,690,232,
2015.0,3,118,179,86.0,289,86,320,760,901,371538.0,14677674.0,377,112,77,83,6,0.0
2015.0,3,118,179,86.0,289,86,320,760,901,371538.0,14677674.0,165,51,66,181,6,0.0
1948.0,4,80,129,73.0,22,282,389,229,198,129783.0,,700,172,646,690,232,
1968.0,4,137,158,96.0,431,433,386,728,813,193674.0,,247,112,187,676,6,0.0
1979.0,0,100,69,71.0,179,646,192,465,567,27014.0,,700,172,646,690,232,
2013.0,1,123,16,74.0,433,144,120,618,22,432811.0,26947624.0,700,172,646,690,232,0.0
2013.0,1,123,16,74.0,433,144,120,618,22,432811.0,26947624.0,375,112,594,331,6,0.0
1998.0,1,93,105,86.0,524,292,76,619,803,169229.0,17105219.0,669,112,440,512,158,0.0
1954.0,4,113,105,72.0,49,262,62,874,895,59415.0,,562,38,513,336,28,2.0
2003.0,1,131,129,82.0,56,343,449,715,358,139558.0,14131.0,700,172,646,690,232,
1962.0,0,96,17,,9,611,755,451,928,33044.0,,558,62,602,508,210,0.0
1998.0,3,169,182,91.0,470,604,521,831,223,1235804.0,216540909.0,537,112,184,174,35,0.0
2004.0,1,103,194,46.0,212,103,469,170,494,379020.0,56000369.0,395,112,352,552,6,0.0
1983.0,4,170,122,65.0,60,9,549,789,596,740911.0,45598982.0,466,112,37,580,149,0.0
1932.0,1,93,22,87.0,187,508,618,37,475,25312.0,,700,172,646,690,232,
1992.0,1,156,137,59.0,309,9,121,340,272,263918.0,63895607.0,208,58,497,158,205,2.0
1992.0,1,156,137,59.0,309,9,121,340,272,263918.0,63895607.0,207,112,226,571,6,0.0
1993.0,4,195,87,94.0,470,386,638,73,132,1213505.0,96898818.0,635,112,76,564,71,0.0
1995.0,4,127,129,65.0,100,453,81,459,38,1445096.0,100125643.0,32,112,453,46,6,1.0
2018.0,1,102,170,71.0,32,319,158,414,630,140840.0,26020957.0,36,150,646,451,6,0.0
1996.0,0,136,100,91.0,339,601,83,658,161,37564.0,13417292.0,445,90,327,101,6,5.0
2001.0,0,125,69,96.0,179,153,742,583,768,651376.0,10055859.0,700,172,646,690,232,
1995.0,0,136,172,84.0,33,196,428,337,868,102598.0,43182776.0,281,106,221,131,28,0.0
1962.0,4,133,27,85.0,316,591,6,771,853,42004.0,,700,172,646,690,232,
2011.0,4,101,36,73.0,149,265,34,678,214,190531.0,4105123.0,700,172,646,690,232,
2014.0,4,150,24,71.0,149,265,824,56,674,114316.0,2625803.0,700,172,646,690,232,
2005.0,2,119,11,74.0,262,460,264,128,15,283310.0,25514517.0,614,106,392,64,28,0.0
2005.0,2,119,11,74.0,262,460,264,128,15,283310.0,25514517.0,357,112,198,566,112,0.0
1973.0,4,130,84,87.0,456,9,398,328,84,109941.0,29800000.0,488,141,365,48,91,2.0
2008.0,1,123,137,36.0,147,635,677,877,621,286770.0,69951824.0,212,112,461,135,149,0.0
1943.0,1,108,191,94.0,22,593,408,512,328,59556.0,,700,172,646,690,232,
2004.0,1,99,112,76.0,119,566,579,444,558,512249.0,13542874.0,589,95,585,586,6,3.0
2009.0,2,128,9,57.0,175,516,412,665,587,583158.0,209028679.0,439,130,115,665,28,2.0
1924.0,4,45,20,,65,97,430,382,253,41985.0,977375.0,700,172,646,690,232,
1954.0,0,207,4,98.0,9,611,748,452,921,315744.0,269061.0,700,172,646,690,232,
1997.0,1,87,64,,183,348,530,555,927,38847.0,,700,172,646,690,232,
1996.0,0,105,88,87.0,444,227,57,432,821,51350.0,35811509.0,280,1,573,52,179,0.0
1996.0,0,105,88,87.0,444,227,57,432,821,51350.0,35811509.0,41,106,371,0,6,0.0
1975.0,0,204,2,,397,548,163,22,31,51284.0,,287,45,82,354,198,0.0
1993.0,3,188,100,79.0,415,28,415,824,109,42275.0,6110979.0,508,112,116,203,6,1.0
2013.0,3,96,137,82.0,113,86,234,394,470,81770.0,1010414.0,150,112,133,38,149,0.0
2001.0,0,90,67,84.0,26,620,553,205,124,613941.0,267665011.0,687,112,263,170,6,0.0
2010.0,4,138,199,63.0,313,382,203,531,79,1129894.0,128012934.0,379,112,463,393,52,0.0
2015.0,4,121,22,82.0,110,193,410,75,440,371291.0,46889293.0,144,167,142,150,223,0.0
2015.0,4,121,22,82.0,110,193,410,75,440,371291.0,46889293.0,627,145,223,293,162,3.0
2012.0,4,122,105,81.0,106,81,363,701,356,661871.0,132092958.0,700,172,646,690,232,0.0
2005.0,4,124,136,74.0,142,491,661,576,164,738512.0,74103820.0,190,112,77,163,6,0.0
2016.0,2,106,103,79.0,235,208,4,525,353,85109.0,3237118.0,587,55,554,148,44,0.0
1952.0,0,103,116,99.0,461,224,253,200,187,218957.0,8819028.0,700,172,646,690,232,
2012.0,1,143,12,81.0,438,145,344,595,453,630614.0,304360277.0,700,172,646,690,232,0.0
1996.0,1,147,132,49.0,44,514,443,93,377,186734.0,49100000.0,401,112,232,49,6,1.0
1972.0,1,138,199,,258,374,539,15,430,44748.0,4081254.0,43,106,612,466,6,0.0
1972.0,1,138,199,,258,374,539,15,430,44748.0,4081254.0,42,106,71,376,79,4.0
1996.0,3,135,137,84.0,48,69,182,326,434,86838.0,24475416.0,62,112,96,342,6,0.0
2008.0,1,120,172,84.0,95,393,161,250,795,798882.0,141319928.0,586,97,424,455,73,0.0
1957.0,0,91,172,88.0,190,622,75,320,303,96381.0,,700,172,646,690,232,
2000.0,1,104,94,55.0,175,293,81,75,191,782001.0,30328156.0,220,106,286,450,134,0.0
2000.0,1,104,94,55.0,175,293,81,75,191,782001.0,30328156.0,542,58,462,457,205,0.0
1972.0,1,167,169,90.0,25,459,176,436,893,81021.0,,593,77,50,349,218,0.0
1972.0,1,167,169,90.0,25,459,176,436,893,81021.0,,594,112,301,540,6,0.0
1959.0,0,121,115,98.0,49,410,780,329,285,243943.0,25000000.0,694,11,646,690,213,0.0
2014.0,1,93,68,85.0,505,157,85,500,259,51679.0,857524.0,671,52,147,88,77,1.0
2020.0,0,153,137,,472,577,490,630,55,54995.0,,619,45,378,3,227,0.0
2020.0,0,100,67,83.0,380,352,331,825,298,159171.0,,484,112,630,610,105,0.0
2019.0,3,120,162,81.0,96,511,598,642,524,27187.0,,700,172,646,690,232,
1999.0,4,81,75,73.0,510,612,522,537,346,192112.0,52037603.0,651,112,646,403,6,1.0
1960.0,4,197,38,87.0,463,362,461,356,143,124339.0,30000000.0,656,77,646,348,216,0.0
1960.0,4,197,38,87.0,463,362,461,356,143,124339.0,30000000.0,111,112,289,77,6,0.0
2013.0,1,144,132,,349,8,54,519,408,51069.0,1079369.0,700,172,646,690,232,
2018.0,0,117,62,87.0,55,480,670,767,359,375110.0,190241310.0,495,10,646,128,149,0.0
1988.0,4,107,199,,163,62,251,387,306,33982.0,,700,172,646,690,232,
2015.0,4,129,84,93.0,502,415,542,665,538,420316.0,45055776.0,356,112,23,412,6,0.0
1939.0,4,96,54,93.0,237,326,135,33,418,43621.0,,353,112,143,541,6,0.0
1953.0,4,120,107,84.0,49,637,175,625,751,51046.0,,700,172,646,690,232,
1979.0,0,162,176,,25,19,19,28,667,116945.0,234723.0,47,77,575,351,216,0.0
1986.0,0,89,46,75.0,413,634,655,153,400,363401.0,52287414.0,606,112,211,113,6,1.0
2009.0,1,127,11,82.0,195,123,834,778,533,577336.0,257730019.0,544,130,623,400,6,0.0
1982.0,0,113,11,67.0,352,640,473,181,363,112704.0,78912963.0,195,112,268,382,6,0.0
2013.0,1,132,11,72.0,195,123,834,889,81,463188.0,228778661.0,543,112,587,397,103,1.0
1977.0,1,121,6,90.0,158,414,280,110,19,1231473.0,322740140.0,700,172,646,690,232,
1980.0,1,124,6,82.0,191,414,280,110,92,1159315.0,290475067.0,392,112,283,299,6,0.0
1983.0,0,131,6,58.0,409,414,280,110,92,950470.0,309125409.0,387,112,403,299,102,4.0
2015.0,0,138,11,80.0,195,141,384,624,205,860823.0,936662225.0,389,152,542,300,6,5.0
2007.0,0,127,55,66.0,320,112,134,776,341,255036.0,38634938.0,95,88,604,445,6,0.0
2007.0,0,127,55,66.0,320,112,134,776,341,255036.0,38634938.0,507,87,273,235,6,1.0
2007.0,0,127,55,66.0,320,112,134,776,341,255036.0,38634938.0,284,108,148,388,6,0.0
2015.0,3,147,87,72.0,128,465,144,352,663,179264.0,161197785.0,346,142,371,579,6,1.0
1951.0,4,101,134,88.0,22,205,664,729,531,123341.0,7630000.0,700,172,646,690,232,
1927.0,4,94,172,,129,231,338,522,96,46865.0,539540.0,700,172,646,690,232,
1950.0,4,110,149,,49,637,269,222,655,201632.0,,700,172,646,690,232,
2004.0,0,210,137,,43,556,249,464,817,83005.0,1223240.0,700,172,646,690,232,
1957.0,4,96,149,100.0,18,96,780,792,593,28137.0,,700,172,646,690,232,
2008.0,3,124,137,67.0,77,484,694,575,136,83158.0,3081925.0,89,112,526,461,52,0.0
2007.0,0,165,138,,0,22,151,0,864,168895.0,1223869.0,700,172,646,690,232,
2004.0,3,140,31,64.0,214,287,820,224,338,37820.0,1111061.0,700,172,646,690,232,
2008.0,4,90,36,51.0,388,386,494,228,528,564791.0,145000989.0,404,33,323,188,29,0.0
2015.0,1,132,129,,322,267,450,601,818,31142.0,342370.0,700,172,646,690,232,
2010.0,0,100,67,71.0,348,98,498,885,211,405922.0,200821936.0,116,142,438,616,52,1.0
1976.0,4,114,122,94.0,313,514,381,157,16,724636.0,28262574.0,478,112,43,115,149,4.0
1963.0,4,143,129,,9,611,832,809,517,34357.0,,700,172,646,690,232,
1986.0,0,125,68,78.0,179,430,436,468,639,150140.0,,700,172,646,690,232,
1991.0,0,137,34,75.0,202,45,478,207,750,995506.0,204843350.0,266,127,89,87,149,0.0
1935.0,4,86,135,93.0,22,515,487,509,294,51853.0,,700,172,646,690,232,
1938.0,1,102,10,97.0,329,638,213,620,75,47175.0,3981000.0,700,172,646,690,232,
1951.0,1,105,50,91.0,241,262,429,706,700,71481.0,536118.0,700,172,646,690,232,
1960.0,0,125,105,94.0,49,272,717,248,728,164363.0,18600000.0,64,112,381,494,6,0.0
1960.0,0,125,105,94.0,49,272,717,248,728,164363.0,18600000.0,205,28,503,94,187,0.0
2011.0,0,100,105,89.0,335,296,96,395,362,230624.0,44671682.0,700,172,646,690,232,0.0
2012.0,1,143,11,69.0,262,516,119,755,398,1260806.0,623279547.0,621,112,486,640,6,0.0
2012.0,1,143,11,69.0,262,516,119,755,398,1260806.0,623279547.0,358,112,213,313,134,1.0
1946.0,4,170,175,93.0,526,456,146,249,849,57259.0,23650000.0,700,172,646,690,232,
1998.0,3,117,98,71.0,231,200,354,395,463,732620.0,17498804.0,176,106,548,424,62,0.0
2015.0,4,130,83,81.0,6,128,737,730,101,362942.0,70259870.0,88,112,431,391,6,0.0
1946.0,4,114,133,,187,262,458,402,591,78796.0,6540000.0,441,106,344,677,6,0.0
1963.0,4,119,159,90.0,22,521,769,371,838,171739.0,11403529.0,124,112,42,25,106,1.0
2009.0,1,129,90,53.0,244,492,696,823,357,293266.0,255959475.0,336,112,72,20,6,0.0
1980.0,0,133,2,60.0,242,316,145,106,417,183182.0,57229890.0,115,112,9,569,6,0.0
